Order_ID,Customer_ID,Product_ID,Seller_ID,Order_Date,Quantity,Payment_Method,Order_Status,Delivery_Days,Discount,Total_Amount,Profit
2886,1603,666,228,2024-11-05,1,Wallet,Delivered,3,92,2894,968
2887,3851,1279,12,2024-10-29,3,COD,Delivered,5,41,3774,1620
2888,699,1148,34,2024-05-24,3,UPI,Delivered,7,92,6495,1284
2889,4048,323,5,2025-04-21,2,UPI,Delivered,3,132,5184,1064
2890,3221,576,132,2025-01-14,2,UPI,Delivered,6,223,7256,2310
2891,4716,1166,161,2024-02-12,3,Wallet,Delivered,3,218,8061,1068
2892,2489,395,260,2025-06-21,2,COD,Cancelled,3,137,1870,322
2893,2442,323,5,2024-12-05,2,Wallet,Delivered,8,248,5184,1064
2894,3651,387,15,2024-12-05,1,Wallet,Delivered,5,257,590,114
2895,121,350,289,2025-06-15,3,Debit Card,Delivered,5,220,11634,4281
2896,956,476,194,2024-12-19,3,COD,Delivered,7,236,10041,2595
2897,4708,1052,21,2024-10-11,1,Wallet,Delivered,6,206,1054,221
2898,3349,1342,45,2024-03-13,3,COD,Delivered,3,278,3804,1020
2899,818,864,174,2024-05-14,2,UPI,Returned,6,121,6080,2652
2900,2157,1137,48,2025-02-09,3,Debit Card,Delivered,3,184,12705,5286
2901,3682,468,227,2024-07-13,1,Debit Card,Delivered,2,61,2946,965
2902,4158,452,64,2025-05-19,3,Credit Card,Delivered,5,5,4953,1794
2903,65,992,158,2024-01-24,3,Debit Card,Delivered,4,265,8358,1311
2904,1511,348,94,2025-01-24,3,Wallet,Delivered,3,7,10755,4449
2905,4990,853,51,2024-08-19,1,Credit Card,Delivered,5,194,1858,573
2906,2605,1346,30,2024-01-11,3,Wallet,Delivered,3,176,8391,2538
2907,953,319,193,2024-01-24,1,Credit Card,Delivered,8,255,2487,618
2908,1458,1343,145,2025-05-10,3,Wallet,Delivered,2,233,3552,1368
2909,1325,308,90,2024-05-25,2,UPI,Delivered,6,219,3070,1342
2910,1248,1091,210,2024-02-23,2,Debit Card,Delivered,2,174,8018,3040
2911,4943,250,205,2024-08-05,1,Debit Card,Delivered,5,151,3110,746
2912,2790,1,209,2024-01-18,2,Debit Card,Cancelled,8,257,4742,1348
2913,240,786,268,2024-06-16,2,Wallet,Delivered,2,142,4400,726
2914,1841,445,266,2025-03-27,3,Wallet,Delivered,4,43,10854,3633
2915,2015,440,7,2025-04-01,3,COD,Returned,4,11,7077,3060
2916,2592,820,282,2025-01-22,2,COD,Delivered,4,107,4522,1394
2917,11,1061,97,2025-01-18,3,Wallet,Delivered,4,184,10137,4077
2918,211,702,293,2024-04-03,2,Credit Card,Delivered,7,99,3196,738
2919,4008,1186,243,2025-04-26,1,COD,Delivered,6,57,2773,816
2920,3462,318,291,2024-01-07,1,Debit Card,Delivered,6,254,345,50
2921,2198,1057,270,2024-03-04,1,UPI,Delivered,7,84,1803,362
2922,552,536,228,2025-01-12,2,Debit Card,Delivered,5,55,6576,2472
2923,3404,1002,83,2024-06-26,2,Debit Card,Delivered,3,122,2834,454
2924,4026,752,204,2024-04-21,1,Wallet,Delivered,4,212,3463,1031
2925,4151,675,298,2024-09-12,2,Debit Card,Delivered,8,138,6682,1696
2926,3559,569,78,2024-12-01,2,Credit Card,Delivered,3,217,2980,448
2927,493,699,124,2024-12-20,1,Credit Card,Delivered,4,299,2414,694
2928,3875,402,235,2024-12-05,2,COD,Delivered,2,2,4390,956
2929,3788,308,90,2025-04-09,3,Debit Card,Delivered,3,165,4605,2013
2930,951,714,241,2024-05-26,3,Wallet,Delivered,3,262,6846,2826
2931,3629,412,236,2025-05-09,2,Wallet,Delivered,3,54,4648,698
2932,3268,585,242,2025-03-29,3,UPI,Delivered,6,71,1236,201
2933,3500,1043,44,2025-03-29,1,Credit Card,Delivered,6,291,2089,922
2934,4393,1455,139,2024-02-18,1,UPI,Delivered,6,272,3645,1441
2935,4609,100,10,2024-03-28,3,UPI,Delivered,7,57,6345,1419
2936,311,380,43,2025-04-03,3,UPI,Delivered,6,294,6405,2790
2937,3921,1429,270,2024-05-04,3,COD,Delivered,8,92,9246,3258
2938,3511,895,276,2025-03-27,2,Debit Card,Delivered,7,275,884,224
2939,2361,1347,41,2024-12-26,2,Credit Card,Delivered,3,55,7396,2894
2940,1851,1423,59,2024-08-25,2,Debit Card,Delivered,6,93,4432,1168
2941,2502,1050,77,2024-07-17,2,Wallet,Delivered,5,89,8322,3610
2942,3159,1095,246,2024-02-20,1,UPI,Delivered,7,64,1938,795
2943,3224,347,152,2024-07-07,3,UPI,Delivered,8,221,3123,1110
2944,200,1379,248,2024-05-07,2,Credit Card,Delivered,6,251,2374,950
2945,1960,723,222,2024-07-29,1,Debit Card,Delivered,7,249,1707,749
2946,647,336,208,2024-01-23,1,UPI,Delivered,2,233,3144,1088
2947,28,334,288,2024-02-02,2,COD,Delivered,8,9,446,198
2948,2780,625,66,2024-09-17,3,Credit Card,Delivered,7,127,10182,3297
2949,3767,1482,260,2024-03-08,1,Credit Card,Delivered,7,17,3356,1000
2950,189,425,277,2024-02-01,3,Credit Card,Delivered,8,142,10458,4029
2951,3421,436,237,2024-07-24,2,Debit Card,Delivered,3,242,6870,2914
2952,2815,807,204,2024-10-03,3,UPI,Delivered,7,190,8826,3564
2953,2631,263,104,2024-03-30,1,Credit Card,Delivered,8,109,573,163
2954,2082,521,203,2025-01-03,3,Credit Card,Delivered,4,145,8709,2412
2955,1531,1365,200,2024-09-07,1,Wallet,Delivered,7,113,3434,1283
2956,4772,1125,257,2025-02-27,2,Credit Card,Delivered,3,255,2928,424
2957,4458,553,224,2024-04-27,1,Wallet,Cancelled,5,138,1465,633
2958,597,427,248,2025-04-15,2,UPI,Delivered,6,58,600,260
2959,3715,731,146,2025-01-04,1,COD,Delivered,4,241,2120,880
2960,3552,546,231,2024-12-02,1,COD,Delivered,6,125,331,133
2961,375,463,117,2024-03-09,2,Debit Card,Delivered,7,191,7144,2584
2962,848,1480,122,2024-07-01,1,Debit Card,Delivered,5,234,501,185
2963,4415,210,157,2024-02-13,3,Wallet,Delivered,8,136,3642,762
2964,381,1440,192,2025-01-02,2,COD,Delivered,8,152,7344,2822
2965,4399,975,200,2024-02-16,3,Debit Card,Delivered,8,16,3540,654
2966,4495,1201,252,2024-06-07,1,Wallet,Delivered,4,277,1581,510
2967,236,1098,72,2024-12-01,3,Wallet,Delivered,4,89,2178,417
2968,3786,427,248,2025-06-11,2,UPI,Delivered,5,29,600,260
2969,559,578,221,2024-05-30,2,UPI,Delivered,6,243,3716,1536
2970,1378,1156,297,2024-12-14,2,Credit Card,Delivered,7,201,4114,1008
2971,989,1300,221,2025-06-08,2,Wallet,Delivered,4,276,1056,194
2972,653,565,242,2025-02-07,3,UPI,Delivered,3,229,10962,4404
2973,4412,390,37,2024-05-29,3,Debit Card,Delivered,6,206,7968,3228
2974,1348,283,158,2025-02-27,2,UPI,Delivered,6,287,1888,396
2975,3656,1446,46,2024-05-02,3,Wallet,Delivered,2,221,8250,2460
2976,3511,447,178,2024-11-08,2,Credit Card,Cancelled,5,286,3736,522
2977,1826,910,173,2024-11-17,3,UPI,Delivered,3,202,882,282
2978,2643,29,1,2024-08-20,3,Wallet,Delivered,7,244,10464,3570
2979,520,1103,229,2024-10-23,3,UPI,Delivered,8,219,5991,2025
2980,4439,1214,176,2025-05-11,3,Debit Card,Delivered,3,12,2613,708
2981,4562,963,134,2025-05-12,3,Wallet,Delivered,8,157,4671,1701
2982,4408,174,162,2024-12-10,1,Debit Card,Cancelled,7,43,1888,790
2983,3576,334,288,2024-10-05,1,COD,Delivered,3,119,223,99
2984,794,1476,267,2025-01-25,2,Debit Card,Delivered,6,59,1326,442
2985,269,1250,212,2025-02-18,2,Debit Card,Delivered,4,169,1156,358
2986,2830,1379,248,2024-05-26,2,UPI,Delivered,8,258,2374,950
2987,4304,821,44,2024-01-28,3,COD,Delivered,3,47,699,144
2988,1105,845,137,2025-04-29,1,Wallet,Delivered,2,123,846,326
2989,1324,372,107,2025-04-25,1,Credit Card,Delivered,2,152,2619,755
2990,4181,1108,112,2024-12-16,2,Credit Card,Delivered,5,28,3582,1564
2991,4231,463,117,2024-09-29,2,Wallet,Delivered,3,201,7144,2584
2992,3555,1044,238,2025-05-28,1,COD,Delivered,5,51,3743,1520
2993,285,931,195,2024-08-24,3,Debit Card,Cancelled,5,224,6441,2781
2994,1985,1101,29,2024-12-04,1,Wallet,Delivered,3,274,3503,1218
2995,2229,644,192,2024-02-08,2,Credit Card,Delivered,4,75,4078,1066
2996,173,42,96,2025-03-07,1,Wallet,Delivered,7,209,1509,501
2997,4004,538,157,2024-06-13,2,Debit Card,Cancelled,3,109,2124,338
2998,3984,488,249,2025-05-08,3,Credit Card,Delivered,4,41,7587,3057
2999,4030,1435,271,2024-11-21,1,Credit Card,Delivered,5,175,3006,906
3000,3052,473,29,2025-02-11,3,Debit Card,Delivered,8,152,1251,426
3001,2401,172,184,2025-04-27,1,Debit Card,Delivered,3,99,2599,881
3002,2415,759,299,2025-04-12,3,Debit Card,Delivered,2,288,2052,651
3003,3300,389,3,2025-02-25,3,UPI,Delivered,7,158,5133,912
3004,3098,421,130,2025-05-01,1,Debit Card,Delivered,5,26,272,67
3005,3465,257,250,2024-04-20,2,Credit Card,Delivered,4,157,4836,1880
3006,4453,649,222,2024-05-16,3,UPI,Cancelled,2,53,7476,1977
3007,482,1091,210,2025-02-11,2,UPI,Returned,5,85,8018,3040
3008,2936,434,295,2024-07-18,3,Debit Card,Delivered,3,13,1287,339
3009,1070,1359,131,2024-06-02,3,Credit Card,Delivered,7,258,8769,2976
3010,4031,719,11,2024-12-24,1,UPI,Cancelled,6,229,770,340
3011,3903,357,25,2025-02-07,1,COD,Returned,7,7,2346,924
3012,579,494,285,2025-02-17,3,UPI,Delivered,3,282,2691,834
3013,3216,1223,241,2025-05-25,3,Wallet,Delivered,5,212,819,231
3014,2426,344,89,2024-12-02,2,Debit Card,Delivered,8,32,5560,766
3015,946,1141,202,2025-01-16,3,COD,Delivered,8,125,9765,2328
3016,3583,1464,89,2025-05-30,2,Credit Card,Delivered,4,24,1872,450
3017,4817,361,32,2025-03-10,2,UPI,Delivered,5,299,6302,2740
3018,10,549,181,2025-05-21,3,COD,Delivered,2,44,6666,2760
3019,773,1096,68,2024-07-13,1,UPI,Delivered,2,22,759,264
3020,3097,505,20,2024-12-31,3,COD,Delivered,3,126,9798,4227
3021,1060,533,254,2024-09-02,3,COD,Delivered,5,22,2028,429
3022,4039,1437,108,2024-03-27,1,Wallet,Delivered,4,14,482,141
3023,388,295,213,2024-07-21,1,Debit Card,Cancelled,3,251,797,186
3024,4816,339,36,2024-02-09,2,Wallet,Delivered,5,86,4972,1686
3025,4324,1222,206,2024-11-05,3,Credit Card,Delivered,2,84,9363,3498
3026,150,1020,33,2024-01-07,2,Wallet,Delivered,7,150,6622,2928
3027,2576,866,50,2025-01-29,1,Debit Card,Delivered,7,163,1226,353
3028,1534,518,80,2024-03-09,3,UPI,Delivered,4,261,2838,1221
3029,2372,1300,221,2024-07-30,2,Wallet,Delivered,8,9,1056,194
3030,2924,545,121,2024-08-17,3,Debit Card,Delivered,2,5,7356,1050
3031,3565,9,7,2024-03-06,2,COD,Cancelled,6,88,6206,2446
3032,4888,242,203,2025-05-20,1,UPI,Cancelled,2,84,1386,430
3033,4683,1490,100,2025-05-27,1,Debit Card,Delivered,8,252,2972,726
3034,2215,363,77,2024-02-09,3,UPI,Cancelled,2,209,3423,906
3035,4975,564,80,2024-12-01,1,Wallet,Delivered,7,242,3501,1193
3036,249,1240,208,2025-02-27,1,COD,Delivered,7,22,394,161
3037,3933,1300,221,2024-12-31,1,UPI,Delivered,5,271,528,97
3038,4438,1294,270,2025-01-25,3,COD,Delivered,6,26,11538,5100
3039,4627,1339,277,2024-05-21,2,Debit Card,Delivered,4,152,3780,930
3040,4301,151,222,2025-04-04,2,Debit Card,Delivered,8,35,3806,804
3041,3631,233,161,2025-01-29,3,Wallet,Delivered,7,12,1683,516
3042,1837,274,51,2025-02-01,2,Credit Card,Delivered,5,255,4324,1550
3043,2791,143,14,2024-12-24,2,Wallet,Delivered,5,36,6546,1878
3044,3121,285,158,2025-03-28,2,Wallet,Delivered,7,198,5214,1098
3045,3278,708,94,2025-03-26,1,Credit Card,Delivered,8,223,2498,1043
3046,4462,116,214,2024-07-14,3,Debit Card,Delivered,6,0,8511,1719
3047,1819,889,251,2024-03-16,1,Wallet,Delivered,8,264,2472,638
3048,4286,1227,281,2024-11-09,3,COD,Delivered,3,76,7674,2997
3049,2856,1417,193,2025-02-18,3,UPI,Delivered,6,280,2475,333
3050,695,585,242,2024-11-30,2,COD,Delivered,6,278,824,134
3051,2730,630,172,2024-04-05,2,COD,Delivered,5,147,1070,240
3052,1625,1275,277,2024-11-12,1,UPI,Delivered,6,83,1325,445
3053,3781,1386,66,2025-05-19,2,Wallet,Delivered,5,9,2810,998
3054,2566,820,282,2024-05-10,3,UPI,Delivered,7,120,6783,2091
3055,294,985,14,2024-03-09,1,UPI,Delivered,7,125,1211,426
3056,3450,417,173,2024-04-24,3,Wallet,Delivered,4,208,1788,255
3057,205,555,151,2025-01-22,2,UPI,Cancelled,6,239,2468,606
3058,598,3,5,2024-09-13,2,Debit Card,Delivered,4,296,7170,2740
3059,4900,792,20,2025-02-26,2,COD,Delivered,4,171,7496,2756
3060,3340,730,292,2024-09-03,1,Credit Card,Delivered,6,215,761,150
3061,1676,585,242,2024-07-03,2,UPI,Delivered,3,105,824,134
3062,54,940,166,2024-12-18,2,COD,Delivered,2,210,706,218
3063,1624,539,240,2024-06-23,1,Wallet,Delivered,5,50,1844,251
3064,4437,1306,39,2024-03-12,3,Wallet,Delivered,2,1,1185,177
3065,4470,848,263,2024-09-30,2,Credit Card,Delivered,8,192,4584,1974
3066,99,163,219,2025-01-08,1,Wallet,Delivered,2,190,2123,423
3067,4547,976,76,2024-10-05,2,COD,Delivered,3,76,5516,2054
3068,4753,1196,293,2025-01-03,3,Credit Card,Delivered,7,213,4365,1476
3069,3097,186,104,2024-03-06,3,UPI,Delivered,7,286,447,126
3070,2534,1039,172,2024-08-16,3,Credit Card,Delivered,8,47,852,207
3071,2856,68,234,2024-08-10,3,Credit Card,Delivered,4,29,9069,3495
3072,1979,801,189,2024-07-26,1,Debit Card,Delivered,7,124,2726,1200
3073,220,53,264,2024-07-30,1,COD,Delivered,6,248,2490,656
3074,1594,882,14,2025-04-28,1,Wallet,Cancelled,7,30,1009,431
3075,110,594,218,2024-04-04,3,COD,Delivered,4,273,6207,1848
3076,1284,325,225,2024-06-13,2,COD,Delivered,6,269,5914,2380
3077,1281,287,23,2025-01-29,1,Wallet,Delivered,3,1,881,135
3078,157,1269,166,2024-11-14,1,UPI,Delivered,8,76,480,120
3079,3368,195,73,2025-01-11,3,Credit Card,Delivered,3,155,8985,3456
3080,2135,1347,41,2024-11-13,1,UPI,Cancelled,5,148,3698,1447
3081,2033,940,166,2024-09-25,1,UPI,Delivered,4,210,353,109
3082,2390,92,163,2024-09-12,1,COD,Delivered,4,50,339,127
3083,1255,80,267,2025-03-02,3,Credit Card,Delivered,4,165,3906,1473
3084,3967,1405,228,2024-10-26,2,Credit Card,Delivered,8,6,6888,2536
3085,100,1220,49,2024-04-25,3,Debit Card,Delivered,5,149,8961,2871
3086,3438,74,3,2024-01-25,1,COD,Delivered,2,50,2677,428
3087,3402,1184,24,2024-12-01,1,Debit Card,Delivered,8,197,878,208
3088,385,839,249,2024-08-11,1,COD,Delivered,2,144,188,56
3089,1244,1213,107,2025-02-04,1,Wallet,Cancelled,6,291,2587,1034
3090,2366,27,59,2024-05-01,3,UPI,Delivered,4,117,5265,1650
3091,3579,224,217,2024-08-03,1,COD,Delivered,7,285,3092,1165
3092,4041,1409,228,2024-02-19,1,Credit Card,Delivered,4,57,3052,793
3093,2493,157,216,2024-02-24,2,Credit Card,Delivered,2,270,6104,2702
3094,1610,1483,9,2024-05-24,1,Wallet,Cancelled,4,289,2362,848
3095,402,1477,200,2024-09-22,3,Debit Card,Delivered,3,38,5073,1041
3096,3891,1165,39,2025-02-24,3,COD,Cancelled,6,8,10218,4371
3097,655,1230,46,2025-03-15,2,UPI,Delivered,7,161,2246,514
3098,1264,80,267,2025-02-07,2,Debit Card,Delivered,8,99,2604,982
3099,4137,803,290,2024-06-08,2,UPI,Delivered,5,11,796,222
3100,387,708,94,2024-11-01,3,Credit Card,Delivered,8,148,7494,3129
3101,3571,870,190,2025-01-02,3,Credit Card,Delivered,4,239,2796,1044
3102,2150,995,177,2024-09-30,1,Wallet,Delivered,5,195,252,89
3103,1943,1114,4,2024-06-12,3,COD,Delivered,5,175,7329,2112
3104,3692,687,242,2025-05-03,1,UPI,Delivered,3,298,1600,418
3105,2992,388,130,2025-01-26,3,COD,Delivered,2,160,6801,2700
3106,564,670,259,2025-06-24,2,Debit Card,Delivered,6,41,5194,1528
3107,2375,136,84,2025-06-04,1,UPI,Delivered,3,202,3637,1283
3108,1425,126,172,2024-05-02,2,COD,Delivered,5,62,5942,2062
3109,3368,709,110,2024-10-23,3,COD,Cancelled,7,108,840,363
3110,2487,32,183,2024-03-27,2,Credit Card,Delivered,8,73,3412,860
3111,3297,642,230,2024-08-18,2,COD,Delivered,4,49,4026,982
3112,3860,1269,166,2024-08-25,1,Credit Card,Delivered,6,284,480,120
3113,3241,236,78,2024-11-16,3,UPI,Delivered,4,262,9012,2244
3114,2326,1061,97,2024-11-15,3,Credit Card,Delivered,5,13,10137,4077
3115,312,281,93,2024-06-17,2,COD,Delivered,4,48,3608,982
3116,582,501,296,2024-01-12,2,Debit Card,Delivered,6,158,900,336
3117,3260,940,166,2024-11-14,3,COD,Delivered,6,210,1059,327
3118,241,1492,81,2025-01-02,2,UPI,Delivered,6,159,3378,948
3119,4088,285,158,2025-03-19,1,Credit Card,Cancelled,6,46,2607,549
3120,4314,960,52,2025-04-09,1,UPI,Delivered,7,219,2248,611
3121,740,618,284,2024-12-12,2,COD,Delivered,7,170,7322,2332
3122,3031,1138,125,2025-03-30,1,UPI,Returned,7,243,612,114
3123,2030,160,38,2024-12-01,3,Credit Card,Returned,8,217,10086,3129
3124,3283,648,7,2024-05-21,3,Debit Card,Delivered,7,24,984,279
3125,956,92,163,2024-08-19,3,Credit Card,Delivered,7,191,1017,381
3126,4694,422,137,2025-05-23,2,Credit Card,Delivered,2,136,2652,716
3127,4986,1083,36,2024-10-26,2,UPI,Delivered,5,9,4370,1204
3128,4297,312,130,2025-01-17,2,UPI,Delivered,5,30,3934,1336
3129,3750,92,163,2024-01-13,3,Credit Card,Delivered,7,98,1017,381
3130,2111,964,140,2024-04-26,1,Wallet,Cancelled,8,147,1465,336
3131,650,507,90,2024-04-19,2,Debit Card,Delivered,8,117,1526,338
3132,1595,427,248,2024-12-17,3,Credit Card,Delivered,2,286,900,390
3133,1292,1333,235,2024-07-30,2,Debit Card,Delivered,3,70,822,334
3134,3968,606,191,2025-05-17,1,Credit Card,Delivered,3,123,3232,790
3135,2246,1439,202,2024-11-28,2,UPI,Delivered,2,131,3380,1084
3136,1865,449,137,2025-05-20,1,UPI,Delivered,6,71,882,281
3137,4434,1278,134,2024-12-20,1,Wallet,Delivered,4,247,1366,314
3138,223,467,62,2024-09-16,1,COD,Delivered,5,242,2315,931
3139,35,872,66,2025-03-12,1,COD,Delivered,5,166,2751,517
3140,1901,567,128,2024-11-30,3,Debit Card,Delivered,4,260,1779,261
3141,2095,926,78,2025-04-10,2,Wallet,Delivered,8,63,1598,554
3142,4516,490,290,2024-09-24,2,Debit Card,Returned,6,54,5078,928
3143,4103,649,222,2024-01-11,2,Debit Card,Delivered,8,109,4984,1318
3144,1564,700,185,2024-10-08,3,Wallet,Delivered,7,136,2733,606
3145,293,1110,277,2024-01-01,1,UPI,Delivered,3,68,2427,415
3146,4563,823,225,2024-06-13,3,COD,Delivered,6,18,8091,1650
3147,1365,431,103,2024-07-18,3,Debit Card,Delivered,5,101,2109,801
3148,1078,870,190,2025-05-29,2,COD,Delivered,6,6,1864,696
3149,444,1492,81,2024-05-27,2,Wallet,Returned,5,200,3378,948
3150,3232,1227,281,2025-04-11,2,UPI,Delivered,3,163,5116,1998
3151,2830,993,89,2025-05-15,2,Credit Card,Delivered,6,117,2948,692
3152,2523,1202,63,2024-01-21,1,Credit Card,Delivered,5,127,1157,261
3153,4886,825,292,2024-01-02,2,Debit Card,Delivered,6,213,2958,1200
3154,1959,446,270,2024-07-12,1,Wallet,Delivered,7,174,2780,903
3155,3482,563,295,2024-02-21,1,Wallet,Delivered,3,138,345,67
3156,3823,1497,298,2025-06-02,1,Credit Card,Delivered,5,142,854,142
3157,4355,210,157,2024-02-20,1,COD,Delivered,3,38,1214,254
3158,870,862,32,2024-12-19,3,Debit Card,Delivered,4,152,3453,483
3159,2713,1209,32,2024-03-22,3,UPI,Delivered,5,236,8598,1197
3160,3743,1256,237,2025-02-13,1,Wallet,Delivered,5,49,4072,1791
3161,1516,1410,59,2024-09-27,1,Debit Card,Delivered,8,60,1617,718
3162,1067,392,242,2025-03-23,1,UPI,Delivered,5,44,413,79
3163,1731,1341,225,2024-09-23,1,Credit Card,Delivered,3,76,3614,1582
3164,3720,908,112,2024-03-24,3,COD,Delivered,8,222,6528,1278
3165,1555,315,30,2025-03-21,1,COD,Delivered,4,77,2591,722
3166,1097,204,77,2024-10-08,3,COD,Delivered,6,173,12294,5412
3167,4372,80,267,2024-12-22,2,UPI,Delivered,6,290,2604,982
3168,1729,121,6,2024-02-15,1,Credit Card,Delivered,4,165,2918,929
3169,3494,917,101,2025-05-14,2,Wallet,Returned,8,284,3838,1632
3170,3843,709,110,2025-02-07,3,Credit Card,Returned,7,156,840,363
3171,1458,786,268,2024-10-04,1,Debit Card,Delivered,7,121,2200,363
3172,757,180,240,2024-10-08,1,Credit Card,Delivered,2,49,3013,1271
3173,160,343,145,2024-05-13,1,Credit Card,Delivered,6,223,3428,958
3174,4331,1392,118,2024-09-08,2,Credit Card,Delivered,4,186,3538,1368
3175,2696,1122,246,2025-01-01,3,COD,Delivered,7,263,2280,900
3176,4750,483,141,2024-10-03,3,Wallet,Delivered,4,248,1212,261
3177,2670,888,22,2025-03-17,1,Wallet,Delivered,2,219,2447,982
3178,4506,1484,130,2024-07-29,1,UPI,Delivered,7,262,308,113
3179,3809,1323,182,2025-04-04,2,Wallet,Delivered,6,246,1618,624
3180,4886,749,50,2025-04-09,1,COD,Delivered,2,59,2959,651
3181,1200,142,207,2025-06-08,1,Debit Card,Delivered,7,293,2141,500
3182,71,1334,187,2025-02-17,1,Credit Card,Delivered,5,83,2910,872
3183,3217,1442,298,2024-01-24,3,Debit Card,Delivered,3,67,2022,705
3184,4122,366,90,2025-04-19,2,Debit Card,Delivered,6,9,7336,2498
3185,3090,118,43,2025-02-17,1,Credit Card,Delivered,4,41,606,165
3186,1357,1393,160,2024-01-11,2,UPI,Delivered,7,18,782,346
3187,2732,211,23,2024-09-22,1,Debit Card,Delivered,4,252,441,139
3188,4605,73,64,2025-03-29,2,Credit Card,Delivered,6,8,7862,3088
3189,3287,1414,241,2025-03-06,2,UPI,Delivered,2,281,2486,618
3190,4150,1277,19,2024-11-03,1,COD,Delivered,7,54,1758,538
3191,4647,92,163,2025-03-21,2,Credit Card,Delivered,2,7,678,254
3192,2312,429,273,2025-05-26,2,UPI,Delivered,3,57,3788,742
3193,2797,403,215,2025-05-31,3,Wallet,Delivered,6,252,2007,783
3194,1976,644,192,2025-01-07,2,Debit Card,Cancelled,4,25,4078,1066
3195,4169,1481,286,2024-08-18,3,Credit Card,Delivered,4,77,10386,3681
3196,4135,255,106,2024-06-20,1,COD,Delivered,5,94,2256,303
3197,4503,612,166,2025-01-10,1,COD,Delivered,8,73,154,27
3198,1520,854,214,2024-01-09,1,Credit Card,Delivered,2,2,1837,802
3199,3548,495,73,2024-10-30,2,UPI,Delivered,3,174,5392,1010
3200,2856,898,209,2025-05-20,1,UPI,Returned,2,75,1850,588
3201,2994,1140,62,2024-06-09,1,UPI,Delivered,6,50,1549,281
3202,2274,1278,134,2025-01-21,3,COD,Delivered,3,3,4098,942
3203,4883,21,167,2025-05-18,3,Debit Card,Delivered,5,43,5046,939
3204,756,683,149,2024-11-26,1,Debit Card,Delivered,5,208,2829,784
3205,860,1294,270,2024-05-28,3,UPI,Delivered,2,256,11538,5100
3206,2464,433,62,2025-04-16,3,Credit Card,Cancelled,2,173,3510,687
3207,478,995,177,2024-07-26,2,COD,Returned,4,141,504,178
3208,770,480,289,2025-04-25,2,Debit Card,Delivered,8,134,3944,1044
3209,4667,675,298,2025-01-29,1,Debit Card,Delivered,4,219,3341,848
3210,1746,131,64,2025-05-22,3,UPI,Delivered,6,56,3729,747
3211,3802,887,295,2024-10-02,3,UPI,Delivered,6,155,7545,3009
3212,1315,426,85,2024-09-14,1,Credit Card,Delivered,3,184,1672,596
3213,1805,795,238,2025-02-05,3,Debit Card,Delivered,8,261,399,57
3214,2944,1277,19,2024-10-16,1,Wallet,Cancelled,4,120,1758,538
3215,1094,1008,136,2024-01-11,3,COD,Returned,2,42,6963,2244
3216,3790,1404,90,2024-11-06,1,COD,Delivered,7,170,1517,513
3217,3559,523,52,2024-10-22,1,Wallet,Cancelled,5,270,516,183
3218,3733,1077,296,2024-02-12,1,Wallet,Delivered,7,157,1759,689
3219,1855,980,261,2024-09-18,3,Credit Card,Delivered,2,24,8736,1386
3220,389,202,139,2024-04-09,1,Wallet,Delivered,3,216,2023,701
3221,1245,816,83,2024-08-26,2,Credit Card,Delivered,8,218,458,156
3222,455,1081,115,2025-05-24,3,COD,Delivered,6,222,6750,1611
3223,833,524,128,2024-12-06,1,Wallet,Returned,3,171,2736,921
3224,1248,99,59,2024-08-17,1,COD,Delivered,6,8,3745,1330
3225,1356,13,37,2024-09-27,2,Debit Card,Delivered,2,212,332,46
3226,3463,618,284,2024-12-08,2,Debit Card,Delivered,2,248,7322,2332
3227,3702,897,56,2025-04-25,3,Debit Card,Delivered,6,232,5190,1350
3228,1630,1138,125,2025-05-11,1,Wallet,Delivered,8,202,612,114
3229,1484,792,20,2024-09-21,2,Debit Card,Delivered,5,145,7496,2756
3230,24,1379,248,2024-04-22,3,UPI,Delivered,3,55,3561,1425
3231,1252,1359,131,2024-08-26,1,Debit Card,Delivered,4,154,2923,992
3232,4262,666,228,2025-05-27,2,Debit Card,Delivered,2,279,5788,1936
3233,3568,696,10,2024-02-09,2,UPI,Delivered,8,93,5190,1412
3234,3563,1175,52,2024-05-14,2,Credit Card,Delivered,3,29,4614,1942
3235,743,202,139,2024-11-01,1,Credit Card,Delivered,5,274,2023,701
3236,2717,299,28,2024-12-12,3,Debit Card,Delivered,8,138,10488,3063
3237,4448,620,13,2025-02-28,1,COD,Returned,8,186,2363,686
3238,2844,8,103,2024-12-28,1,Debit Card,Delivered,6,254,2286,516
3239,1862,1355,108,2025-01-05,2,Credit Card,Delivered,6,149,4102,882
3240,503,131,64,2024-08-02,2,Credit Card,Delivered,6,151,2486,498
3241,2537,1200,27,2024-12-24,1,COD,Returned,7,81,1285,508
3242,1328,1132,47,2024-06-17,2,UPI,Delivered,7,67,2950,842
3243,1082,1418,240,2024-02-23,1,Wallet,Delivered,8,233,794,304
3244,1144,1445,258,2024-07-07,3,Wallet,Delivered,3,146,8592,3306
3245,2688,618,284,2024-01-05,2,UPI,Delivered,4,178,7322,2332
3246,4796,902,7,2024-03-24,3,Debit Card,Delivered,4,6,8457,3300
3247,1142,16,299,2025-04-25,3,Wallet,Delivered,3,246,8151,1506
3248,4788,1078,43,2024-10-10,3,Debit Card,Cancelled,3,272,5502,1410
3249,4716,544,71,2025-01-27,3,Debit Card,Delivered,7,151,6348,894
