Product_ID,Seller_ID,Product_Name,Category,Brand,Cost_Price,Selling_Price,Stock,Rating
430,36,Mixer,Home & Kitchen,Nike,2479,3010,143,3.7
431,103,Shampoo,Beauty,Puma,436,703,300,3.7
432,189,Smart Watch,Electronics,Prestige,2432,3854,146,4.4
433,62,Bedsheet,Home & Kitchen,Milton,941,1170,227,4.0
434,295,Smart Watch,Electronics,Boat,316,429,129,3.5
435,223,Power Bank,Electronics,Mamaearth,1284,1583,274,4.5
436,237,Power Bank,Electronics,Milton,1978,3435,35,4.1
437,239,Mixer,Home & Kitchen,Lakme,2416,3107,363,4.0
438,223,Women's Kurti,Fashion,Mamaearth,746,1061,239,3.7
439,261,Saree,Fashion,Generic,949,1100,153,4.7
440,7,Dry Fruits,Grocery,Prestige,1339,2359,84,3.8
441,138,Mixer,Home & Kitchen,Mamaearth,1272,1714,308,4.7
442,225,Shampoo,Beauty,Puma,854,1333,257,3.8
443,35,Power Bank,Electronics,Puma,1716,2691,35,4.9
444,96,Saree,Fashion,Prestige,1163,2042,69,4.2
445,266,Bluetooth Earbuds,Electronics,Milton,2407,3618,198,4.2
446,270,Dry Fruits,Grocery,Boat,1877,2780,159,3.7
447,178,Bluetooth Earbuds,Electronics,Boat,1607,1868,306,4.2
448,179,Dry Fruits,Grocery,Lakme,672,920,157,4.3
449,137,Jeans,Fashion,Nike,601,882,191,3.8
450,38,Storage Box,Home & Kitchen,Nike,102,132,39,4.1
451,271,Tea,Grocery,Nike,1735,2441,162,4.4
452,64,Lipstick,Beauty,Generic,1053,1651,248,4.2
453,285,Smart Watch,Electronics,Puma,1370,1850,117,4.0
454,60,Spices,Grocery,Nike,1763,2843,264,4.9
455,172,Spices,Grocery,Milton,1188,1512,99,4.5
456,126,Power Bank,Electronics,Generic,539,682,69,4.7
457,21,Power Bank,Electronics,Puma,815,1447,295,4.7
458,82,Bluetooth Earbuds,Electronics,Nike,2437,3500,142,4.7
459,162,Women's Kurti,Fashion,Mamaearth,1673,2907,393,4.2
460,291,Dry Fruits,Grocery,Mamaearth,1548,1941,205,4.6
461,20,Bedsheet,Home & Kitchen,Puma,1929,3440,57,4.1
462,121,Saree,Fashion,Mamaearth,1637,2331,192,4.4
463,117,Tea,Grocery,Boat,2280,3572,295,4.2
464,31,Bluetooth Earbuds,Electronics,Mamaearth,995,1497,275,4.2
465,223,Storage Box,Home & Kitchen,Prestige,414,507,267,3.8
466,262,Power Bank,Electronics,Puma,1163,1527,196,4.4
467,62,Bluetooth Earbuds,Electronics,Lakme,1384,2315,154,4.1
468,227,Storage Box,Home & Kitchen,Lakme,1981,2946,119,3.8
469,93,Power Bank,Electronics,Generic,1958,2608,22,3.6
470,160,Lipstick,Beauty,Lakme,1053,1757,359,4.0
471,113,Bluetooth Earbuds,Electronics,Lakme,1943,2462,265,4.1
472,186,Jeans,Fashion,Lakme,2474,4076,316,3.8
473,29,Bluetooth Earbuds,Electronics,Boat,275,417,347,3.8
474,197,Smart Watch,Electronics,Mamaearth,2362,3778,107,4.8
475,61,Lipstick,Beauty,Boat,2072,3502,154,4.2
476,194,Power Bank,Electronics,Lakme,2482,3347,177,4.4
477,150,Bluetooth Earbuds,Electronics,Milton,92,124,278,3.9
478,111,Bluetooth Earbuds,Electronics,Prestige,2330,3129,183,4.0
479,74,Mixer,Home & Kitchen,Lakme,901,1207,27,4.8
480,289,Bluetooth Earbuds,Electronics,Nike,1450,1972,391,3.9
481,8,Shampoo,Beauty,Nike,2206,2710,160,4.3
482,43,Spices,Grocery,Puma,612,900,242,4.8
483,141,Tea,Grocery,Prestige,317,404,38,3.5
484,225,Women's Kurti,Fashion,Lakme,1063,1634,279,3.8
485,273,Storage Box,Home & Kitchen,Generic,543,945,385,4.5
486,143,Tea,Grocery,Generic,593,835,54,3.8
487,70,Shampoo,Beauty,Puma,877,1314,286,4.3
488,249,Bluetooth Earbuds,Electronics,Generic,1510,2529,314,4.6
489,4,Men T-Shirt,Fashion,Lakme,1896,2641,244,4.2
490,290,Saree,Fashion,Puma,2075,2539,394,4.1
491,273,Men T-Shirt,Fashion,Prestige,2318,3768,242,4.5
492,88,Power Bank,Electronics,Prestige,1430,2043,59,4.8
493,163,Face Wash,Beauty,Boat,111,181,101,3.9
494,285,Bluetooth Earbuds,Electronics,Prestige,619,897,154,4.0
495,73,Power Bank,Electronics,Generic,2191,2696,284,4.3
496,193,Men T-Shirt,Fashion,Lakme,2352,3460,120,4.5
497,229,Face Wash,Beauty,Boat,653,839,120,4.5
498,219,Jeans,Fashion,Milton,1493,2153,89,4.9
499,46,Smart Watch,Electronics,Generic,1874,2685,317,4.3
500,176,Lipstick,Beauty,Mamaearth,480,687,389,4.9
501,296,Power Bank,Electronics,Nike,282,450,288,4.1
502,152,Women's Kurti,Fashion,Lakme,862,1056,108,4.0
503,18,Bluetooth Earbuds,Electronics,Milton,304,537,105,3.9
504,17,Smart Watch,Electronics,Milton,939,1366,200,4.7
505,20,Women's Kurti,Fashion,Puma,1857,3266,181,4.3
506,24,Jeans,Fashion,Mamaearth,477,768,151,4.8
507,90,Bluetooth Earbuds,Electronics,Milton,594,763,123,3.8
508,261,Power Bank,Electronics,Boat,388,522,64,4.0
509,179,Saree,Fashion,Milton,329,407,124,4.8
510,182,Bedsheet,Home & Kitchen,Generic,2054,2418,314,4.2
511,210,Power Bank,Electronics,Mamaearth,482,677,42,3.8
512,270,Smart Watch,Electronics,Mamaearth,2237,2600,40,4.1
513,57,Shampoo,Beauty,Lakme,246,295,173,4.2
514,205,Bedsheet,Home & Kitchen,Mamaearth,1763,2638,235,4.8
515,49,Power Bank,Electronics,Milton,1626,2287,180,3.7
516,101,Shampoo,Beauty,Nike,1494,2527,149,3.9
517,139,Smart Watch,Electronics,Boat,556,711,257,4.8
518,80,Lipstick,Beauty,Boat,539,946,167,4.2
519,71,Mixer,Home & Kitchen,Boat,2052,2988,39,4.7
520,193,Lipstick,Beauty,Milton,607,797,51,4.5
521,203,Spices,Grocery,Boat,2099,2903,323,3.7
522,120,Storage Box,Home & Kitchen,Lakme,1416,2165,277,3.8
523,52,Power Bank,Electronics,Mamaearth,333,516,250,4.1
524,128,Bedsheet,Home & Kitchen,Lakme,1815,2736,388,4.0
525,123,Mixer,Home & Kitchen,Prestige,1379,2404,103,4.7
526,259,Face Wash,Beauty,Mamaearth,2496,3747,193,3.9
527,192,Lipstick,Beauty,Generic,2417,4076,224,4.6
528,130,Men T-Shirt,Fashion,Lakme,1198,1877,195,4.1
529,144,Storage Box,Home & Kitchen,Mamaearth,1565,2345,183,4.4
530,56,Lipstick,Beauty,Generic,1566,1997,66,4.6
531,15,Face Wash,Beauty,Nike,1537,2617,89,4.7
532,235,Bluetooth Earbuds,Electronics,Mamaearth,1236,1905,278,3.8
533,254,Spices,Grocery,Lakme,533,676,125,4.1
534,295,Bedsheet,Home & Kitchen,Puma,785,954,283,4.1
535,112,Mixer,Home & Kitchen,Generic,83,130,350,5.0
536,228,Jeans,Fashion,Nike,2052,3288,141,4.6
537,181,Tea,Grocery,Prestige,1609,2153,296,4.8
538,157,Smart Watch,Electronics,Nike,893,1062,255,4.5
539,240,Bluetooth Earbuds,Electronics,Boat,1593,1844,117,4.7
540,268,Storage Box,Home & Kitchen,Mamaearth,1178,1821,313,3.5
541,120,Tea,Grocery,Mamaearth,1103,1926,343,3.7
542,200,Bluetooth Earbuds,Electronics,Nike,2361,3515,176,4.6
543,218,Men T-Shirt,Fashion,Mamaearth,783,1075,396,4.4
544,71,Spices,Grocery,Nike,1818,2116,311,4.5
545,121,Jeans,Fashion,Generic,2102,2452,182,3.9
546,231,Storage Box,Home & Kitchen,Boat,198,331,86,3.6
547,218,Saree,Fashion,Mamaearth,1228,2135,363,4.5
548,223,Tea,Grocery,Milton,288,454,322,4.6
549,181,Bluetooth Earbuds,Electronics,Generic,1302,2222,284,4.4
550,29,Tea,Grocery,Boat,2399,4002,265,4.7
551,293,Storage Box,Home & Kitchen,Prestige,1640,2937,229,4.1
552,258,Shampoo,Beauty,Nike,2188,3337,124,4.4
553,224,Face Wash,Beauty,Mamaearth,832,1465,287,3.9
554,222,Shampoo,Beauty,Prestige,1967,3278,66,4.7
555,151,Women's Kurti,Fashion,Lakme,931,1234,96,4.3
556,30,Lipstick,Beauty,Lakme,2413,3250,213,4.7
557,295,Men T-Shirt,Fashion,Generic,221,357,298,4.7
558,227,Tea,Grocery,Boat,730,1001,45,3.9
559,71,Men T-Shirt,Fashion,Mamaearth,1699,2282,206,3.7
560,151,Spices,Grocery,Generic,473,591,303,3.9
561,129,Lipstick,Beauty,Prestige,1349,1865,171,4.2
562,105,Lipstick,Beauty,Nike,248,367,326,4.3
563,295,Face Wash,Beauty,Prestige,278,345,256,4.1
564,80,Shampoo,Beauty,Puma,2308,3501,238,4.5
565,242,Shampoo,Beauty,Nike,2186,3654,380,4.3
566,204,Power Bank,Electronics,Mamaearth,1766,2087,254,4.7
567,128,Bedsheet,Home & Kitchen,Mamaearth,506,593,220,4.1
568,145,Men T-Shirt,Fashion,Prestige,1128,1977,380,4.1
569,78,Power Bank,Electronics,Lakme,1266,1490,33,3.6
570,265,Bluetooth Earbuds,Electronics,Milton,2050,3667,23,4.7
571,204,Face Wash,Beauty,Mamaearth,1910,3347,44,3.6
572,116,Storage Box,Home & Kitchen,Lakme,1556,2256,225,4.6
573,109,Face Wash,Beauty,Milton,1821,2694,284,4.8
574,88,Power Bank,Electronics,Boat,1954,2867,358,4.1
575,17,Smart Watch,Electronics,Mamaearth,2213,2777,50,3.8
576,132,Mixer,Home & Kitchen,Boat,2473,3628,66,4.9
577,259,Men T-Shirt,Fashion,Nike,397,608,369,4.5
578,221,Storage Box,Home & Kitchen,Nike,1090,1858,226,4.0
579,265,Jeans,Fashion,Prestige,1525,1935,314,4.6
580,294,Bedsheet,Home & Kitchen,Nike,2001,2643,369,4.2
581,8,Shampoo,Beauty,Lakme,1615,1887,332,3.9
582,121,Bluetooth Earbuds,Electronics,Lakme,1676,2339,265,3.8
583,114,Lipstick,Beauty,Mamaearth,611,1021,147,4.6
584,237,Bluetooth Earbuds,Electronics,Milton,722,1297,55,4.6
585,242,Smart Watch,Electronics,Nike,345,412,300,4.8
586,31,Face Wash,Beauty,Prestige,1597,1986,375,4.3
587,69,Lipstick,Beauty,Nike,2132,3563,36,4.6
588,159,Bluetooth Earbuds,Electronics,Prestige,2252,3836,41,3.5
589,192,Lipstick,Beauty,Generic,1074,1411,229,4.0
590,118,Lipstick,Beauty,Mamaearth,2050,2397,68,4.2
591,38,Storage Box,Home & Kitchen,Boat,882,1534,71,4.1
592,258,Dry Fruits,Grocery,Lakme,1330,1926,131,4.6
593,226,Dry Fruits,Grocery,Lakme,2023,3549,396,4.9
594,218,Tea,Grocery,Boat,1453,2069,285,4.0
595,152,Mixer,Home & Kitchen,Milton,756,1007,393,3.9
596,255,Lipstick,Beauty,Mamaearth,344,530,281,4.2
597,189,Dry Fruits,Grocery,Milton,690,822,373,4.7
598,94,Storage Box,Home & Kitchen,Generic,1732,2809,278,4.3
599,256,Face Wash,Beauty,Boat,1989,3169,310,3.7
600,131,Women's Kurti,Fashion,Mamaearth,2344,3105,321,4.3
601,76,Men T-Shirt,Fashion,Lakme,1488,2069,95,4.3
602,252,Saree,Fashion,Mamaearth,722,1151,62,4.1
603,255,Lipstick,Beauty,Puma,977,1408,296,4.6
604,211,Jeans,Fashion,Generic,108,160,76,4.3
605,183,Smart Watch,Electronics,Nike,2069,2999,162,4.1
606,191,Mixer,Home & Kitchen,Prestige,2442,3232,259,5.0
607,132,Mixer,Home & Kitchen,Prestige,346,604,382,3.5
608,133,Shampoo,Beauty,Boat,2368,3934,213,4.2
609,277,Face Wash,Beauty,Boat,741,929,391,4.6
610,141,Saree,Fashion,Boat,536,957,101,4.4
611,198,Spices,Grocery,Generic,1033,1506,314,4.8
612,166,Smart Watch,Electronics,Puma,127,154,304,4.3
613,32,Saree,Fashion,Generic,827,1214,385,4.2
614,34,Men T-Shirt,Fashion,Puma,1645,2692,288,3.6
615,208,Power Bank,Electronics,Boat,2339,3280,271,3.7
616,269,Men T-Shirt,Fashion,Prestige,1163,1802,36,4.0
617,65,Power Bank,Electronics,Milton,2369,4210,205,4.3
618,284,Bedsheet,Home & Kitchen,Puma,2495,3661,142,3.9
619,115,Dry Fruits,Grocery,Milton,1451,2556,86,4.3
620,13,Bedsheet,Home & Kitchen,Lakme,1677,2363,298,5.0
621,233,Shampoo,Beauty,Puma,1074,1623,146,3.8
622,17,Storage Box,Home & Kitchen,Milton,1675,2590,315,4.3
623,4,Bedsheet,Home & Kitchen,Nike,1477,2505,304,4.6
624,254,Tea,Grocery,Boat,1564,2135,179,4.5
625,66,Lipstick,Beauty,Nike,2295,3394,260,4.5
626,60,Mixer,Home & Kitchen,Mamaearth,2094,3393,24,4.0
627,291,Bedsheet,Home & Kitchen,Prestige,801,970,51,4.2
628,100,Mixer,Home & Kitchen,Prestige,426,510,377,4.7
629,173,Jeans,Fashion,Puma,398,658,130,3.8
630,172,Tea,Grocery,Prestige,415,535,148,4.9
631,282,Tea,Grocery,Milton,2322,2879,73,4.5
632,44,Lipstick,Beauty,Nike,1537,2082,115,4.6
633,114,Smart Watch,Electronics,Nike,2423,3751,215,4.4
634,246,Dry Fruits,Grocery,Mamaearth,1483,2404,240,4.6
635,22,Dry Fruits,Grocery,Nike,1758,3047,168,4.6
636,27,Power Bank,Electronics,Lakme,1563,2748,56,4.6
637,51,Lipstick,Beauty,Milton,964,1497,298,4.6
638,3,Bedsheet,Home & Kitchen,Nike,986,1521,379,4.3
639,209,Face Wash,Beauty,Prestige,1132,1541,361,4.1
640,255,Dry Fruits,Grocery,Generic,953,1569,335,4.1
641,88,Smart Watch,Electronics,Nike,2181,3359,296,3.8
642,230,Shampoo,Beauty,Generic,1522,2013,328,3.6
643,69,Lipstick,Beauty,Boat,666,1113,26,4.9
644,192,Spices,Grocery,Puma,1506,2039,67,4.1
645,75,Storage Box,Home & Kitchen,Generic,732,1043,94,3.8
646,2,Smart Watch,Electronics,Lakme,1884,3385,237,4.6
647,32,Smart Watch,Electronics,Puma,1088,1682,172,4.3
648,7,Bedsheet,Home & Kitchen,Nike,235,328,224,3.5
649,222,Jeans,Fashion,Milton,1833,2492,59,4.7
650,162,Mixer,Home & Kitchen,Puma,1249,2107,111,3.5
651,216,Women's Kurti,Fashion,Nike,557,912,104,4.6
652,35,Storage Box,Home & Kitchen,Mamaearth,1186,1934,382,4.7
653,17,Face Wash,Beauty,Milton,1869,2284,54,4.5
654,289,Smart Watch,Electronics,Prestige,1366,1994,103,3.5
655,248,Face Wash,Beauty,Prestige,1826,2376,82,3.8
656,193,Face Wash,Beauty,Milton,1791,2403,291,4.6
657,154,Storage Box,Home & Kitchen,Puma,1095,1677,384,4.2
658,112,Mixer,Home & Kitchen,Nike,1466,1909,342,4.0
659,224,Saree,Fashion,Puma,104,140,233,4.7
660,282,Mixer,Home & Kitchen,Mamaearth,536,902,42,4.7
661,246,Saree,Fashion,Puma,329,497,38,4.4
662,11,Saree,Fashion,Mamaearth,448,730,214,3.6
663,174,Mixer,Home & Kitchen,Puma,1135,1560,255,4.4
664,145,Tea,Grocery,Milton,80,120,284,4.3
665,153,Power Bank,Electronics,Boat,1163,1960,310,4.7
666,228,Storage Box,Home & Kitchen,Milton,1926,2894,396,3.9
667,63,Face Wash,Beauty,Boat,2373,3427,318,3.7
668,251,Smart Watch,Electronics,Lakme,2300,3014,102,4.5
669,39,Tea,Grocery,Nike,989,1598,47,3.6
670,259,Dry Fruits,Grocery,Boat,1833,2597,298,3.7
671,91,Face Wash,Beauty,Mamaearth,1850,2869,275,3.6
672,21,Saree,Fashion,Puma,1051,1325,296,5.0
673,252,Tea,Grocery,Lakme,1748,2633,66,4.9
674,181,Tea,Grocery,Mamaearth,1445,2105,120,4.9
675,298,Mixer,Home & Kitchen,Boat,2493,3341,118,4.0
676,81,Saree,Fashion,Boat,2093,3293,80,4.7
677,106,Bedsheet,Home & Kitchen,Prestige,803,1301,107,3.8
678,97,Smart Watch,Electronics,Prestige,1359,1624,149,3.8
679,135,Storage Box,Home & Kitchen,Milton,1389,2023,288,3.8
680,98,Mixer,Home & Kitchen,Boat,1221,1909,267,4.0
681,20,Dry Fruits,Grocery,Generic,227,335,344,4.7
682,82,Bluetooth Earbuds,Electronics,Milton,2477,4105,223,3.8
683,149,Saree,Fashion,Prestige,2045,2829,377,3.9
684,102,Power Bank,Electronics,Lakme,1945,2307,50,4.3
685,217,Storage Box,Home & Kitchen,Boat,1641,2429,353,4.7
686,11,Face Wash,Beauty,Boat,688,975,78,3.7
687,242,Bluetooth Earbuds,Electronics,Mamaearth,1182,1600,256,5.0
688,72,Smart Watch,Electronics,Puma,1226,1601,121,3.8
689,160,Jeans,Fashion,Lakme,1455,2183,202,4.3
690,69,Smart Watch,Electronics,Generic,2291,3767,267,3.9
691,67,Lipstick,Beauty,Generic,1333,1642,295,4.9
692,171,Dry Fruits,Grocery,Generic,854,1417,242,3.9
693,69,Power Bank,Electronics,Lakme,1965,3179,37,4.3
694,217,Face Wash,Beauty,Puma,1824,2821,355,4.7
695,186,Power Bank,Electronics,Nike,2372,2961,219,4.7
696,10,Mixer,Home & Kitchen,Lakme,1889,2595,143,4.1
697,35,Tea,Grocery,Generic,850,1318,368,3.9
698,296,Power Bank,Electronics,Boat,636,1012,356,4.1
699,124,Face Wash,Beauty,Boat,1720,2414,390,3.6
700,185,Jeans,Fashion,Generic,709,911,89,3.8
701,126,Mixer,Home & Kitchen,Boat,727,1229,271,4.2
702,293,Women's Kurti,Fashion,Nike,1229,1598,146,3.7
703,181,Power Bank,Electronics,Generic,2146,2920,360,3.9
704,290,Women's Kurti,Fashion,Mamaearth,448,692,100,4.6
705,122,Bluetooth Earbuds,Electronics,Generic,1459,2614,396,4.5
706,29,Bedsheet,Home & Kitchen,Milton,222,355,42,3.8
707,224,Women's Kurti,Fashion,Boat,2147,2818,266,4.2
708,94,Bluetooth Earbuds,Electronics,Lakme,1455,2498,364,3.5
709,110,Saree,Fashion,Nike,159,280,164,4.6
710,287,Saree,Fashion,Lakme,2434,3830,87,4.3
711,270,Lipstick,Beauty,Milton,1934,2799,75,4.3
712,25,Smart Watch,Electronics,Milton,1403,2098,233,4.1
713,206,Lipstick,Beauty,Prestige,445,515,223,4.6
714,241,Tea,Grocery,Mamaearth,1340,2282,334,4.3
715,64,Women's Kurti,Fashion,Prestige,643,817,71,4.3
716,119,Smart Watch,Electronics,Boat,2284,3625,77,4.2
717,187,Saree,Fashion,Milton,1143,1936,400,4.4
718,295,Jeans,Fashion,Generic,2423,4248,306,3.8
719,11,Storage Box,Home & Kitchen,Generic,430,770,41,4.4
720,252,Power Bank,Electronics,Generic,2000,2985,348,4.7
721,200,Shampoo,Beauty,Prestige,2466,4202,180,3.6
722,21,Mixer,Home & Kitchen,Puma,1712,2163,40,4.9
723,222,Shampoo,Beauty,Nike,958,1707,138,4.0
724,113,Spices,Grocery,Prestige,1703,2764,251,3.8
725,154,Smart Watch,Electronics,Boat,1490,2164,176,4.4
726,196,Shampoo,Beauty,Boat,704,952,43,5.0
727,281,Tea,Grocery,Prestige,1933,2397,76,3.7
728,117,Storage Box,Home & Kitchen,Generic,268,436,174,4.9
729,140,Smart Watch,Electronics,Generic,715,894,23,4.8
730,292,Face Wash,Beauty,Milton,611,761,81,4.0
731,146,Bedsheet,Home & Kitchen,Mamaearth,1240,2120,72,3.9
732,81,Bedsheet,Home & Kitchen,Prestige,1840,2231,148,4.0
733,91,Tea,Grocery,Generic,1898,2757,287,4.6
734,251,Storage Box,Home & Kitchen,Milton,1326,2192,148,3.5
735,2,Saree,Fashion,Milton,821,1465,349,4.7
736,279,Jeans,Fashion,Generic,1898,2453,278,3.8
737,285,Bedsheet,Home & Kitchen,Nike,1824,2327,343,3.6
738,237,Men T-Shirt,Fashion,Prestige,1866,2160,40,4.4
739,147,Tea,Grocery,Puma,1023,1564,124,4.9
740,291,Women's Kurti,Fashion,Mamaearth,2392,3663,186,4.6
741,53,Face Wash,Beauty,Nike,668,897,355,4.6
742,221,Lipstick,Beauty,Prestige,1915,3006,208,3.6
743,170,Storage Box,Home & Kitchen,Boat,427,507,322,4.8
744,131,Power Bank,Electronics,Boat,1157,1487,161,3.8
745,130,Bluetooth Earbuds,Electronics,Puma,2247,3164,339,3.7
746,54,Men T-Shirt,Fashion,Generic,2163,3399,314,4.8
747,152,Saree,Fashion,Boat,418,688,211,4.3
748,177,Dry Fruits,Grocery,Mamaearth,842,1486,108,4.0
749,50,Smart Watch,Electronics,Boat,2308,2959,196,3.6
750,213,Tea,Grocery,Prestige,1167,1861,349,4.5
751,188,Men T-Shirt,Fashion,Puma,143,200,202,4.3
752,204,Saree,Fashion,Nike,2432,3463,20,4.8
753,276,Saree,Fashion,Puma,1358,1783,63,3.8
754,119,Dry Fruits,Grocery,Prestige,885,1589,347,4.8
755,206,Smart Watch,Electronics,Milton,1989,3185,157,4.7
756,129,Men T-Shirt,Fashion,Mamaearth,1549,2179,114,4.0
757,248,Tea,Grocery,Mamaearth,1222,1969,318,3.9
758,229,Storage Box,Home & Kitchen,Mamaearth,1228,1669,108,4.7
759,299,Lipstick,Beauty,Prestige,467,684,340,3.6
760,72,Spices,Grocery,Generic,1084,1369,240,4.3
761,129,Mixer,Home & Kitchen,Prestige,1223,1945,368,4.9
762,224,Bluetooth Earbuds,Electronics,Nike,414,685,200,3.9
763,12,Smart Watch,Electronics,Boat,1429,1929,115,3.7
764,222,Spices,Grocery,Puma,2067,2642,222,4.1
765,163,Mixer,Home & Kitchen,Lakme,441,646,110,4.9
766,184,Spices,Grocery,Prestige,165,295,200,3.8
767,280,Men T-Shirt,Fashion,Generic,2408,3177,395,4.8
768,156,Power Bank,Electronics,Puma,2195,2979,375,5.0
769,149,Storage Box,Home & Kitchen,Milton,131,229,47,3.5
770,249,Tea,Grocery,Prestige,2297,3142,342,5.0
771,235,Bluetooth Earbuds,Electronics,Mamaearth,1960,2755,261,4.9
772,176,Bluetooth Earbuds,Electronics,Lakme,1274,2063,275,4.6
773,91,Spices,Grocery,Boat,1015,1753,384,5.0
774,154,Smart Watch,Electronics,Lakme,512,753,152,4.4
775,81,Mixer,Home & Kitchen,Puma,944,1282,134,4.9
776,144,Mixer,Home & Kitchen,Nike,198,288,318,4.6
777,119,Women's Kurti,Fashion,Prestige,1866,2216,296,4.4
778,260,Smart Watch,Electronics,Prestige,306,388,64,4.1
779,235,Bedsheet,Home & Kitchen,Puma,2404,3748,341,4.3
780,174,Jeans,Fashion,Milton,1650,2404,54,3.7
781,275,Spices,Grocery,Boat,2136,3439,110,3.7
782,192,Shampoo,Beauty,Lakme,748,1238,68,3.8
783,58,Mixer,Home & Kitchen,Puma,1997,3269,207,4.5
784,144,Bluetooth Earbuds,Electronics,Generic,2472,4112,326,4.3
785,176,Lipstick,Beauty,Boat,1874,2166,224,3.5
786,268,Men T-Shirt,Fashion,Boat,1837,2200,205,4.4
787,184,Lipstick,Beauty,Lakme,564,857,129,4.8
788,139,Jeans,Fashion,Mamaearth,1090,1662,104,3.9
789,147,Power Bank,Electronics,Mamaearth,118,139,394,3.7
790,109,Bedsheet,Home & Kitchen,Boat,1507,1912,149,4.4
791,16,Storage Box,Home & Kitchen,Nike,1073,1592,127,4.6
792,20,Jeans,Fashion,Boat,2370,3748,23,5.0
793,290,Smart Watch,Electronics,Lakme,1693,3039,311,4.5
794,147,Mixer,Home & Kitchen,Milton,439,745,190,4.5
795,238,Spices,Grocery,Puma,114,133,206,4.5
796,207,Mixer,Home & Kitchen,Milton,520,887,108,4.6
797,179,Storage Box,Home & Kitchen,Mamaearth,1711,2800,106,3.8
798,182,Shampoo,Beauty,Generic,1669,2060,20,5.0
799,254,Bedsheet,Home & Kitchen,Generic,301,456,164,4.9
800,217,Shampoo,Beauty,Boat,2111,3138,228,4.4
801,189,Spices,Grocery,Prestige,1526,2726,172,4.0
802,270,Smart Watch,Electronics,Nike,1774,2651,174,4.4
803,290,Saree,Fashion,Lakme,287,398,57,4.7
804,15,Smart Watch,Electronics,Prestige,1708,2385,80,4.4
805,137,Saree,Fashion,Generic,1702,2824,226,4.2
806,152,Mixer,Home & Kitchen,Lakme,1154,1540,94,4.8
807,204,Mixer,Home & Kitchen,Puma,1754,2942,290,4.9
808,150,Shampoo,Beauty,Milton,1801,2351,143,3.7
809,18,Women's Kurti,Fashion,Puma,2176,2523,55,4.8
810,119,Spices,Grocery,Nike,1423,2130,117,4.3
811,26,Lipstick,Beauty,Prestige,622,924,254,3.9
812,49,Lipstick,Beauty,Milton,2138,3398,385,4.9
813,185,Bedsheet,Home & Kitchen,Boat,2302,2737,243,4.8
814,208,Saree,Fashion,Puma,1197,1785,378,4.6
815,264,Dry Fruits,Grocery,Mamaearth,1259,2124,205,3.7
816,83,Bedsheet,Home & Kitchen,Generic,151,229,99,3.6
817,63,Tea,Grocery,Boat,310,443,323,3.6
818,286,Bluetooth Earbuds,Electronics,Mamaearth,1810,2505,332,4.6
819,178,Shampoo,Beauty,Generic,282,431,288,4.4
820,282,Bluetooth Earbuds,Electronics,Prestige,1564,2261,293,5.0
821,44,Shampoo,Beauty,Prestige,185,233,288,3.6
822,123,Power Bank,Electronics,Nike,1070,1560,148,4.7
823,225,Face Wash,Beauty,Generic,2147,2697,238,4.9
824,80,Power Bank,Electronics,Lakme,2491,3920,216,4.4
825,292,Women's Kurti,Fashion,Puma,879,1479,160,4.0
826,182,Smart Watch,Electronics,Milton,2140,2653,258,4.3
827,135,Jeans,Fashion,Mamaearth,1564,2066,195,3.9
828,88,Bedsheet,Home & Kitchen,Prestige,2117,3678,222,3.5
829,293,Face Wash,Beauty,Puma,2439,3764,160,3.6
830,82,Saree,Fashion,Nike,2099,3449,241,3.8
831,275,Saree,Fashion,Prestige,1924,2741,223,4.1
832,100,Mixer,Home & Kitchen,Nike,345,454,357,4.4
833,164,Tea,Grocery,Mamaearth,832,1312,116,3.6
834,289,Bluetooth Earbuds,Electronics,Prestige,2268,2698,368,4.1
835,218,Face Wash,Beauty,Milton,2241,2865,210,3.8
836,237,Storage Box,Home & Kitchen,Generic,580,1010,45,4.0
837,169,Dry Fruits,Grocery,Milton,2377,4062,257,4.7
838,118,Smart Watch,Electronics,Generic,221,386,92,4.4
839,249,Mixer,Home & Kitchen,Milton,132,188,241,3.8
840,148,Women's Kurti,Fashion,Generic,1673,2460,169,4.0
841,13,Jeans,Fashion,Generic,214,321,352,4.2
842,105,Shampoo,Beauty,Boat,514,878,364,3.7
843,167,Storage Box,Home & Kitchen,Lakme,2406,3040,211,3.7
844,232,Saree,Fashion,Lakme,2218,3275,33,3.5
845,137,Women's Kurti,Fashion,Milton,520,846,292,4.1
846,260,Dry Fruits,Grocery,Mamaearth,791,972,238,3.8
847,232,Dry Fruits,Grocery,Prestige,836,1421,103,3.8
848,263,Smart Watch,Electronics,Mamaearth,1305,2292,134,4.4
849,168,Shampoo,Beauty,Mamaearth,549,940,50,3.9
850,270,Power Bank,Electronics,Mamaearth,1387,2465,209,4.6
851,205,Saree,Fashion,Prestige,1072,1639,212,3.9
852,95,Men T-Shirt,Fashion,Nike,1493,1748,252,4.9
853,51,Shampoo,Beauty,Boat,1285,1858,327,3.8
854,214,Men T-Shirt,Fashion,Milton,1035,1837,61,4.1
855,51,Bedsheet,Home & Kitchen,Prestige,1956,2972,244,4.0
856,288,Lipstick,Beauty,Milton,83,134,303,4.8
857,201,Women's Kurti,Fashion,Generic,1421,1837,107,4.0
858,102,Shampoo,Beauty,Prestige,1083,1500,253,3.5
859,168,Power Bank,Electronics,Lakme,1709,2033,352,3.6
