Return_ID,Order_ID,Return_Date,Return_Reason,Refund_Amount
663,11130,2025-02-12,Size Issue,7470
664,11184,2024-03-05,Damaged,3070
665,11214,2025-04-07,Wrong Item,2379
666,11238,2024-10-18,Size Issue,1506
667,11251,2025-05-21,Changed Mind,4614
668,11254,2024-11-24,Wrong Item,4332
669,11264,2024-09-05,Wrong Item,1244
670,11312,2025-01-16,Changed Mind,475
671,11319,2024-06-15,Size Issue,4702
672,11335,2024-07-21,Wrong Item,5950
673,11339,2024-09-09,Wrong Item,711
674,11342,2024-10-09,Wrong Item,412
675,11349,2025-02-20,Wrong Item,8628
676,11359,2024-04-21,Damaged,11208
677,11369,2024-07-05,Damaged,3944
678,11385,2025-02-12,Damaged,5106
679,11393,2024-11-29,Changed Mind,1156
680,11410,2024-12-10,Changed Mind,6582
681,11448,2025-03-29,Wrong Item,1035
682,11458,2024-02-09,Changed Mind,4704
683,11465,2024-06-26,Damaged,3344
684,11471,2024-08-07,Changed Mind,3063
685,11491,2025-04-15,Wrong Item,2520
686,11511,2025-05-12,Size Issue,3667
687,11528,2025-02-09,Size Issue,2458
688,11554,2024-12-19,Wrong Item,6026
689,11561,2025-04-05,Size Issue,7998
690,11574,2024-06-15,Wrong Item,7322
691,11576,2024-05-15,Size Issue,3280
692,11590,2024-08-18,Wrong Item,1491
693,11619,2024-06-04,Changed Mind,1774
694,11632,2024-05-02,Wrong Item,6846
695,11645,2024-08-24,Size Issue,7128
696,11652,2025-01-28,Damaged,1564
697,11661,2024-03-07,Size Issue,4996
698,11688,2024-02-09,Wrong Item,4742
699,11716,2024-06-13,Changed Mind,12171
700,11754,2024-11-03,Damaged,5108
701,11755,2024-04-18,Wrong Item,1861
702,11762,2024-09-17,Changed Mind,4108
703,11803,2025-03-12,Size Issue,3752
704,11806,2024-12-25,Size Issue,5880
705,11827,2024-03-10,Damaged,7107
706,11858,2024-03-04,Wrong Item,2107
707,11876,2024-06-19,Changed Mind,6676
708,11878,2024-02-24,Size Issue,3744
709,11888,2024-08-12,Changed Mind,596
710,11908,2025-02-27,Wrong Item,3347
711,11925,2024-06-26,Damaged,2764
712,11951,2024-12-04,Size Issue,6164
713,12000,2024-12-12,Wrong Item,5550
714,12002,2024-07-21,Wrong Item,467
715,12012,2025-01-08,Size Issue,3183
716,12014,2024-11-30,Size Issue,4341
717,12038,2025-02-02,Damaged,4839
718,12041,2024-03-08,Wrong Item,2403
719,12042,2024-04-07,Damaged,2374
720,12051,2024-02-15,Wrong Item,3722
721,12094,2024-03-03,Changed Mind,4086
722,12117,2025-05-26,Changed Mind,7236
723,12119,2024-03-17,Wrong Item,2650
724,12162,2024-02-20,Size Issue,1751
725,12194,2024-03-25,Changed Mind,2614
726,12257,2024-11-22,Damaged,4532
727,12280,2025-03-06,Damaged,4572
728,12294,2025-06-14,Damaged,5404
729,12303,2025-01-03,Size Issue,1446
730,12306,2024-07-15,Wrong Item,138
731,12332,2024-08-27,Changed Mind,6048
732,12334,2024-09-16,Wrong Item,3454
733,12338,2025-03-12,Damaged,3747
734,12343,2025-05-24,Changed Mind,2925
735,12374,2025-04-16,Wrong Item,2643
736,12384,2024-09-02,Size Issue,2441
737,12390,2025-05-29,Changed Mind,7494
738,12393,2024-06-25,Damaged,3202
739,12442,2024-04-23,Damaged,2813
740,12444,2025-01-17,Damaged,412
741,12448,2024-04-12,Size Issue,3751
742,12453,2024-01-22,Damaged,3429
743,12461,2025-02-24,Damaged,2194
744,12469,2025-01-22,Wrong Item,8114
745,12478,2024-03-18,Wrong Item,2246
746,12516,2024-08-13,Changed Mind,5922
747,12538,2024-11-09,Wrong Item,3393
748,12568,2024-01-27,Wrong Item,11016
749,12572,2025-06-01,Changed Mind,2918
750,12589,2025-03-10,Size Issue,7668
751,12596,2024-11-09,Damaged,1637
752,12670,2024-06-12,Damaged,2466
753,12729,2024-08-24,Wrong Item,6788
754,12758,2025-01-23,Wrong Item,5424
755,12775,2024-02-21,Size Issue,3750
756,12838,2024-08-17,Wrong Item,6174
757,12846,2024-09-14,Wrong Item,3720
758,12925,2024-02-14,Changed Mind,4974
759,12939,2025-02-13,Damaged,4160
760,12944,2024-09-20,Damaged,2209
761,12967,2025-05-25,Wrong Item,724
762,12968,2024-02-11,Damaged,2995
763,12976,2025-05-16,Damaged,2114
764,12993,2025-02-24,Size Issue,1187
765,13020,2025-05-22,Wrong Item,6972
766,13024,2024-02-18,Wrong Item,2821
767,13037,2025-03-12,Size Issue,10962
768,13080,2025-06-19,Damaged,3453
769,13089,2024-06-03,Wrong Item,3018
770,13104,2024-11-14,Changed Mind,2556
771,13112,2024-11-21,Changed Mind,1994
772,13157,2024-09-20,Wrong Item,504
773,13178,2024-06-20,Changed Mind,4197
774,13192,2024-12-13,Damaged,9312
775,13202,2024-04-30,Changed Mind,4425
776,13213,2024-08-09,Changed Mind,6898
777,13216,2024-06-03,Changed Mind,8106
778,13239,2024-10-23,Size Issue,1996
779,13257,2024-03-17,Changed Mind,331
780,13263,2024-04-05,Wrong Item,2988
781,13274,2024-05-16,Wrong Item,5274
782,13278,2024-09-02,Damaged,902
783,13287,2024-10-22,Damaged,4066
784,13308,2024-02-25,Changed Mind,2162
785,13317,2024-09-20,Size Issue,2282
786,13323,2024-05-26,Changed Mind,2040
787,13330,2024-01-18,Changed Mind,498
788,13341,2024-04-29,Wrong Item,1364
789,13344,2024-02-28,Changed Mind,134
790,13347,2024-02-15,Wrong Item,1994
791,13364,2025-02-11,Damaged,1594
792,13368,2024-09-07,Damaged,4458
793,13373,2024-01-05,Size Issue,2865
794,13377,2024-06-28,Changed Mind,2452
795,13387,2024-05-17,Size Issue,5112
796,13389,2024-02-23,Damaged,6015
797,13390,2024-01-11,Damaged,6534
798,13394,2024-07-20,Changed Mind,3600
799,13436,2024-10-09,Changed Mind,3765
800,13449,2024-09-26,Size Issue,2617
801,13459,2024-09-11,Size Issue,8073
802,13462,2025-04-22,Size Issue,1456
803,13543,2024-11-17,Size Issue,6822
804,13562,2025-02-23,Wrong Item,2026
805,13564,2025-05-18,Wrong Item,4574
806,13565,2024-09-18,Changed Mind,6360
807,13566,2024-09-30,Size Issue,11091
808,13572,2025-01-21,Size Issue,7416
809,13580,2025-01-13,Damaged,3364
810,13596,2024-12-29,Wrong Item,9108
811,13603,2024-03-16,Size Issue,507
812,13620,2024-04-30,Damaged,10347
813,13628,2025-03-17,Damaged,3124
814,13632,2024-12-27,Wrong Item,1740
815,13636,2024-07-10,Wrong Item,2822
816,13666,2024-05-12,Wrong Item,3384
817,13710,2025-01-16,Changed Mind,3460
818,13730,2024-05-02,Size Issue,4584
819,13763,2024-01-16,Changed Mind,252
820,13783,2024-10-25,Wrong Item,4596
821,13792,2024-06-22,Changed Mind,7290
822,13794,2024-05-15,Damaged,1872
823,13816,2024-05-19,Size Issue,2246
824,13837,2025-01-16,Damaged,738
825,13846,2025-05-18,Size Issue,7386
826,13874,2025-05-11,Wrong Item,7317
827,13919,2024-06-19,Wrong Item,3276
828,13925,2024-03-15,Wrong Item,2474
829,13934,2025-02-03,Damaged,2682
830,13949,2024-09-08,Damaged,7899
831,13951,2024-08-20,Damaged,5332
832,13973,2025-04-17,Changed Mind,1812
833,13992,2024-11-14,Damaged,236
834,14002,2024-10-12,Damaged,814
835,14007,2024-01-23,Size Issue,6894
836,14023,2024-06-02,Wrong Item,4158
837,14034,2024-01-05,Changed Mind,3300
838,14046,2025-03-05,Changed Mind,4105
839,14068,2024-11-06,Changed Mind,4845
840,14070,2024-03-27,Changed Mind,363
841,14071,2025-02-03,Size Issue,9384
842,14136,2024-03-09,Changed Mind,6000
843,14184,2025-05-20,Wrong Item,4692
844,14230,2024-03-29,Wrong Item,11490
845,14282,2024-04-26,Damaged,5232
846,14284,2025-01-06,Changed Mind,6648
847,14293,2024-07-14,Changed Mind,3988
848,14294,2024-10-12,Size Issue,2858
849,14318,2024-02-17,Changed Mind,2917
850,14344,2024-04-28,Damaged,840
851,14346,2024-05-11,Size Issue,1362
852,14373,2024-03-17,Wrong Item,561
853,14380,2024-07-05,Wrong Item,3002
854,14388,2024-10-06,Wrong Item,6172
855,14392,2024-04-21,Size Issue,5638
856,14395,2025-01-12,Damaged,1292
857,14416,2025-05-01,Changed Mind,3424
858,14422,2024-02-16,Wrong Item,1258
859,14455,2025-04-10,Damaged,4806
860,14470,2024-08-08,Damaged,10545
861,14487,2025-03-24,Wrong Item,1945
862,14509,2024-01-22,Wrong Item,2101
863,14513,2024-03-03,Wrong Item,3202
864,14534,2024-11-02,Wrong Item,10290
865,14544,2024-07-17,Damaged,1020
866,14569,2025-06-16,Wrong Item,8637
867,14573,2024-05-26,Changed Mind,7106
868,14581,2024-07-13,Size Issue,5016
869,14602,2025-04-02,Wrong Item,5046
870,14654,2024-01-10,Changed Mind,929
871,14690,2024-09-09,Damaged,6704
872,14696,2024-12-18,Changed Mind,2013
873,14706,2025-02-26,Size Issue,2403
874,14707,2024-10-10,Damaged,493
875,14719,2024-10-03,Size Issue,1530
876,14729,2024-10-28,Wrong Item,2023
877,14734,2025-06-01,Damaged,4690
878,14761,2024-12-30,Changed Mind,1425
879,14764,2025-03-25,Size Issue,1837
880,14767,2024-08-29,Wrong Item,3082
881,14774,2024-11-25,Damaged,448
882,14776,2024-02-04,Damaged,589
883,14803,2024-04-01,Size Issue,2119
884,14808,2025-03-07,Size Issue,3166
885,14833,2025-02-25,Damaged,5916
886,14837,2024-03-31,Changed Mind,5644
887,14847,2024-05-10,Wrong Item,3490
888,14862,2024-05-21,Changed Mind,1285
889,14863,2025-03-08,Changed Mind,924
890,14864,2024-01-05,Wrong Item,4154
891,14872,2024-01-26,Damaged,3774
892,14879,2025-05-05,Damaged,3978
893,14894,2024-07-09,Damaged,6261
894,14904,2024-09-16,Wrong Item,6104
895,14917,2024-08-07,Wrong Item,2486
896,14929,2025-06-21,Wrong Item,3728
897,14950,2024-01-16,Wrong Item,7776
898,14957,2024-09-29,Changed Mind,2466
899,14973,2024-09-04,Changed Mind,6242
900,14986,2025-04-15,Changed Mind,2563
901,14989,2025-03-17,Size Issue,10179
902,14992,2024-05-10,Wrong Item,353
903,15000,2025-05-14,Damaged,6231
904,15014,2025-05-28,Wrong Item,7322
905,15030,2024-01-06,Damaged,2997
906,15055,2024-02-16,Wrong Item,4444
907,15086,2024-03-13,Wrong Item,4240
908,15117,2024-12-05,Changed Mind,2982
909,15143,2025-06-10,Wrong Item,4176
910,15164,2025-03-12,Size Issue,1812
911,15175,2024-04-10,Damaged,1912
912,15181,2024-12-22,Wrong Item,2847
913,15197,2024-10-27,Wrong Item,10023
914,15206,2025-04-11,Damaged,1803
915,15212,2025-02-02,Wrong Item,2076
916,15227,2025-02-07,Changed Mind,2396
917,15243,2024-08-23,Damaged,10251
918,15249,2024-10-16,Changed Mind,2730
919,15320,2025-03-02,Damaged,2271
920,15323,2024-07-25,Damaged,2634
921,15324,2025-03-05,Changed Mind,3633
922,15328,2024-04-23,Size Issue,7689
923,15348,2024-10-17,Wrong Item,2835
924,15371,2025-02-16,Changed Mind,3762
925,15376,2025-05-26,Wrong Item,1302
926,15395,2024-07-16,Damaged,706
927,15410,2025-02-18,Size Issue,8637
928,15414,2025-02-03,Wrong Item,2018
929,15417,2024-08-16,Size Issue,458
930,15444,2024-11-29,Changed Mind,1060
931,15446,2025-01-05,Changed Mind,6360
932,15449,2024-07-14,Changed Mind,5466
933,15493,2025-02-20,Damaged,2176
934,15543,2025-04-04,Size Issue,4904
935,15546,2024-07-08,Wrong Item,1226
936,15547,2025-01-24,Wrong Item,3121
937,15576,2025-05-05,Wrong Item,8052
938,15579,2024-07-07,Damaged,8886
939,15624,2024-04-06,Wrong Item,5318
940,15641,2024-09-10,Wrong Item,6004
941,15696,2025-05-09,Changed Mind,8607
942,15703,2024-01-29,Changed Mind,4065
943,15742,2024-04-23,Size Issue,1491
944,15767,2024-03-09,Size Issue,1350
945,15787,2024-06-03,Size Issue,2619
946,15790,2024-11-08,Size Issue,3600
947,15796,2024-09-24,Damaged,4836
948,15800,2024-11-27,Size Issue,4748
949,15860,2024-02-14,Changed Mind,6650
950,15865,2024-02-07,Damaged,3992
951,15891,2024-07-27,Damaged,6450
952,15905,2024-03-06,Size Issue,7770
953,15925,2025-06-02,Size Issue,8736
954,15945,2024-09-15,Damaged,10884
955,15962,2024-12-20,Damaged,2185
956,15964,2025-02-27,Changed Mind,4614
957,15976,2024-06-11,Size Issue,3117
958,15982,2025-04-30,Changed Mind,450
959,15986,2025-06-06,Size Issue,682
960,15994,2024-09-13,Size Issue,618
961,15999,2024-08-01,Changed Mind,2871
962,16016,2024-02-03,Changed Mind,1923
963,16050,2024-11-02,Size Issue,1408
964,16062,2024-07-06,Damaged,1714
965,16070,2025-05-08,Damaged,7200
966,16073,2025-02-18,Size Issue,10935
967,16086,2024-04-04,Changed Mind,6046
968,16098,2025-04-08,Damaged,6094
969,16121,2024-06-05,Changed Mind,6400
970,16148,2025-01-21,Wrong Item,336
971,16154,2025-02-02,Changed Mind,4836
972,16159,2024-08-08,Wrong Item,246
973,16179,2024-07-12,Size Issue,5046
974,16212,2024-07-10,Wrong Item,3166
975,16251,2025-04-09,Damaged,2136
976,16257,2024-12-01,Damaged,883
977,16263,2024-08-23,Wrong Item,2624
978,16264,2025-04-14,Size Issue,284
979,16273,2025-03-05,Changed Mind,4581
980,16279,2024-03-06,Damaged,2556
981,16291,2024-03-28,Changed Mind,4358
982,16298,2024-11-05,Changed Mind,3225
983,16305,2025-04-21,Size Issue,3392
984,16308,2025-01-23,Size Issue,924
985,16313,2024-09-05,Wrong Item,2732
986,16329,2025-05-11,Size Issue,2800
987,16344,2024-09-18,Damaged,2226
988,16366,2024-06-02,Changed Mind,840
989,16373,2024-06-13,Size Issue,2700
990,16374,2025-04-22,Changed Mind,2980
991,16380,2025-04-21,Damaged,799
992,16396,2024-02-27,Damaged,3934
993,16414,2024-05-10,Damaged,1344
994,16439,2024-10-11,Size Issue,529
995,16458,2024-07-23,Size Issue,6294
996,16463,2024-03-17,Wrong Item,3430
997,16474,2024-10-12,Size Issue,4438
998,16498,2025-04-07,Damaged,7868
999,16506,2025-03-12,Wrong Item,3039
1000,16511,2024-02-24,Damaged,7524
1001,16514,2024-05-04,Wrong Item,1192
1002,16531,2024-08-03,Size Issue,1605
1003,16553,2025-02-14,Changed Mind,930
1004,16560,2024-08-02,Damaged,6140
1005,16566,2024-09-09,Size Issue,3600
1006,16570,2025-06-09,Damaged,6724
1007,16577,2024-12-05,Size Issue,778
1008,16604,2024-05-23,Size Issue,5580
1009,16656,2024-03-21,Changed Mind,1576
1010,16657,2024-09-05,Damaged,1692
1011,16667,2024-09-25,Changed Mind,5061
1012,16668,2024-03-15,Wrong Item,6489
1013,16690,2024-12-29,Changed Mind,3910
1014,16715,2024-09-06,Wrong Item,3218
1015,16718,2025-05-29,Damaged,4677
1016,16732,2024-02-27,Size Issue,2633
1017,16737,2024-11-16,Changed Mind,7668
1018,16746,2025-05-17,Size Issue,5560
1019,16754,2024-03-03,Wrong Item,7503
1020,16776,2024-12-17,Changed Mind,6981
1021,16795,2024-10-17,Wrong Item,5547
1022,16800,2024-11-09,Changed Mind,3678
1023,16836,2024-02-28,Size Issue,426
1024,16841,2024-09-21,Changed Mind,1229
1025,16870,2024-02-22,Changed Mind,160
1026,16877,2024-10-01,Size Issue,2286
1027,16886,2024-07-30,Wrong Item,4642
1028,16896,2025-05-04,Wrong Item,2871
1029,16914,2024-07-15,Size Issue,3166
1030,16929,2024-11-13,Size Issue,807
1031,16946,2024-12-03,Wrong Item,2894
1032,17009,2025-03-08,Changed Mind,413
1033,17063,2024-05-10,Changed Mind,6508
1034,17072,2024-03-17,Damaged,802
1035,17091,2025-04-25,Changed Mind,2549
1036,17093,2025-03-10,Damaged,299
1037,17099,2025-03-11,Size Issue,3996
1038,17105,2024-01-09,Changed Mind,3502
1039,17132,2024-05-13,Changed Mind,5454
1040,17136,2024-05-01,Changed Mind,1286
1041,17160,2025-03-20,Changed Mind,3780
1042,17166,2025-01-06,Wrong Item,8250
1043,17177,2024-01-29,Size Issue,6390
1044,17208,2024-09-11,Wrong Item,774
1045,17223,2024-05-30,Changed Mind,388
1046,17230,2024-10-16,Size Issue,4160
1047,17236,2025-06-20,Size Issue,9567
1048,17239,2024-03-09,Damaged,1923
1049,17325,2024-07-21,Changed Mind,2068
1050,17339,2024-09-13,Wrong Item,2937
1051,17343,2024-11-07,Damaged,324
1052,17351,2025-03-16,Changed Mind,9330
1053,17366,2024-04-23,Changed Mind,3166
1054,17385,2025-05-01,Damaged,1711
1055,17395,2024-03-25,Changed Mind,2830
1056,17422,2024-01-01,Wrong Item,2311
1057,17424,2024-03-29,Wrong Item,3502
1058,17426,2024-04-28,Changed Mind,591
1059,17438,2024-07-20,Changed Mind,707
1060,17450,2025-05-14,Changed Mind,12603
1061,17474,2025-04-14,Size Issue,5895
1062,17484,2025-03-23,Size Issue,819
1063,17596,2024-02-18,Wrong Item,3486
1064,17607,2025-04-17,Size Issue,1229
1065,17634,2024-12-05,Changed Mind,2462
1066,17673,2025-05-27,Size Issue,6768
1067,17691,2024-01-15,Changed Mind,10980
1068,17696,2025-02-07,Size Issue,3255
1069,17726,2025-01-28,Changed Mind,3424
1070,17740,2025-06-19,Wrong Item,2700
1071,17763,2024-12-31,Wrong Item,3227
1072,17790,2024-12-12,Size Issue,4734
1073,17814,2024-08-21,Wrong Item,1511
1074,17816,2025-04-21,Size Issue,2286
1075,17836,2024-11-03,Changed Mind,8667
1076,17850,2025-01-14,Damaged,472
1077,17885,2024-07-02,Damaged,1251
1078,17894,2024-12-08,Damaged,5752
1079,17896,2024-04-04,Damaged,2838
1080,17925,2024-12-06,Damaged,4210
1081,17932,2025-01-11,Wrong Item,426
1082,17967,2024-03-18,Changed Mind,5810
1083,18004,2025-04-27,Size Issue,3956
1084,18016,2024-09-29,Damaged,2894
1085,18024,2024-08-31,Damaged,128
1086,18033,2024-06-23,Damaged,1286
1087,18050,2024-01-31,Wrong Item,2734
1088,18060,2024-06-21,Damaged,10743
1089,18066,2024-09-11,Changed Mind,7926
1090,18073,2024-01-24,Changed Mind,6796
1091,18081,2024-06-21,Changed Mind,3121
1092,18094,2024-07-13,Changed Mind,411
1093,18098,2024-01-14,Wrong Item,8152
1094,18138,2025-05-01,Wrong Item,1415
1095,18140,2024-03-03,Size Issue,184
1096,18146,2024-08-30,Size Issue,2980
1097,18159,2025-01-13,Size Issue,544
1098,18173,2024-11-01,Size Issue,7662
1099,18184,2025-06-23,Wrong Item,7743
1100,18205,2024-09-09,Size Issue,6963
1101,18233,2025-03-24,Damaged,1146
1102,18250,2024-12-22,Changed Mind,4806
1103,18257,2025-01-12,Size Issue,7612
1104,18269,2024-08-01,Changed Mind,3486
1105,18285,2024-06-13,Damaged,3748
1106,18293,2025-06-12,Size Issue,4911
1107,18295,2025-05-16,Wrong Item,3774
1108,18307,2025-06-24,Size Issue,11892
1109,18315,2024-10-29,Size Issue,4290
1110,18316,2024-08-21,Damaged,1011
1111,18319,2024-11-23,Wrong Item,6321
1112,18322,2024-01-26,Changed Mind,2451
1113,18326,2024-01-28,Wrong Item,7334
1114,18331,2025-02-22,Changed Mind,9219
1115,18393,2025-03-06,Size Issue,7002
1116,18400,2024-10-06,Changed Mind,1905
1117,18406,2024-01-07,Damaged,5918
1118,18407,2024-08-01,Wrong Item,3787
1119,18430,2024-10-14,Size Issue,1948
1120,18436,2025-06-17,Changed Mind,4042
1121,18443,2024-03-13,Size Issue,2162
1122,18448,2025-02-24,Changed Mind,3111
1123,18452,2025-03-01,Wrong Item,4692
1124,18457,2024-02-23,Changed Mind,11385
1125,18491,2025-01-28,Damaged,3642
1126,18497,2024-07-30,Size Issue,3787
1127,18501,2024-06-16,Changed Mind,2387
1128,18518,2024-10-09,Damaged,9750
1129,18526,2024-09-12,Damaged,4418
1130,18530,2025-01-19,Changed Mind,560
1131,18571,2024-08-18,Size Issue,12027
1132,18660,2024-06-30,Changed Mind,1822
1133,18685,2024-02-14,Size Issue,1258
1134,18705,2024-12-30,Changed Mind,2977
1135,18721,2025-04-29,Changed Mind,535
1136,18732,2024-09-18,Wrong Item,1182
1137,18734,2025-04-13,Changed Mind,1978
1138,18770,2024-04-08,Wrong Item,1394
1139,18772,2024-12-09,Wrong Item,5922
1140,18774,2024-03-14,Changed Mind,4158
1141,18780,2025-04-13,Size Issue,900
1142,18787,2024-02-12,Wrong Item,6048
1143,18829,2024-08-29,Changed Mind,583
1144,18888,2024-12-20,Size Issue,2869
1145,18906,2024-11-28,Wrong Item,3864
1146,18917,2024-03-26,Size Issue,1583
1147,18970,2024-07-30,Changed Mind,2261
1148,18976,2024-05-28,Wrong Item,7470
1149,19005,2024-12-21,Size Issue,589
1150,19006,2024-12-01,Damaged,4308
1151,19043,2025-05-31,Damaged,2973
1152,19048,2025-02-08,Size Issue,2637
1153,19060,2024-03-06,Damaged,6495
1154,19075,2024-02-16,Size Issue,3341
1155,19076,2024-01-12,Wrong Item,2005
1156,19087,2024-09-23,Size Issue,940
1157,19110,2024-10-25,Damaged,3241
1158,19116,2024-05-10,Changed Mind,1890
1159,19139,2024-07-23,Wrong Item,708
1160,19165,2024-11-11,Damaged,6852
1161,19172,2025-03-12,Wrong Item,1956
1162,19174,2024-01-28,Changed Mind,578
1163,19191,2025-05-24,Wrong Item,824
1164,19196,2024-09-05,Changed Mind,4224
1165,19207,2024-04-29,Wrong Item,1195
1166,19219,2024-06-25,Size Issue,788
1167,19255,2024-10-12,Size Issue,7228
1168,19274,2024-08-13,Changed Mind,8928
1169,19276,2024-04-11,Wrong Item,2484
1170,19304,2024-09-17,Changed Mind,3200
1171,19409,2024-07-29,Size Issue,267
1172,19411,2024-05-13,Wrong Item,1002
1173,19414,2025-02-14,Wrong Item,9603
1174,19479,2024-08-06,Size Issue,2585
1175,19488,2024-01-23,Size Issue,2759
1176,19520,2025-01-26,Changed Mind,1689
1177,19538,2024-05-16,Wrong Item,6918
1178,19541,2025-06-05,Changed Mind,7863
1179,19547,2024-06-20,Damaged,186
1180,19582,2024-01-14,Size Issue,7725
1181,19585,2025-04-30,Size Issue,9120
1182,19611,2025-01-16,Wrong Item,7101
1183,19652,2025-01-17,Changed Mind,1141
1184,19654,2024-06-22,Changed Mind,1356
1185,19687,2024-08-29,Changed Mind,430
1186,19698,2024-09-25,Changed Mind,2376
1187,19712,2024-04-01,Changed Mind,1540
1188,19723,2025-04-06,Damaged,7496
1189,19736,2024-09-08,Wrong Item,1124
1190,19746,2025-05-26,Damaged,1015
1191,19748,2024-04-27,Damaged,6276
1192,19780,2024-01-25,Size Issue,2628
1193,19835,2024-12-03,Wrong Item,387
1194,19836,2025-03-12,Wrong Item,189
1195,19838,2024-08-13,Wrong Item,1126
1196,19848,2024-09-23,Damaged,4702
1197,19865,2024-07-13,Changed Mind,5274
1198,19876,2024-01-29,Size Issue,822
1199,19882,2024-09-30,Damaged,5232
1200,19903,2024-09-04,Wrong Item,7574
1201,19908,2025-01-22,Damaged,692
1202,19911,2024-08-06,Size Issue,3592
1203,19919,2024-10-24,Damaged,6315
1204,19924,2025-02-22,Changed Mind,3276
1205,19930,2024-09-10,Changed Mind,4548
1206,19942,2024-08-26,Size Issue,2472
1207,19943,2025-01-19,Changed Mind,858
1208,19985,2024-05-14,Size Issue,4690
1209,19995,2024-04-26,Wrong Item,3381
